# Per-workload perf baselines.
#
# Format (tab-separated):
#   <workload-path>\t<max_rss_kb>\t<max_wall_ms>\t<note>
#
# Workload paths are relative to the repository root. Lines starting
# with `#` are ignored.
#
# Two enforced metrics, both with the same ratchet etiquette:
#
#   max_rss_kb    Peak resident set size. The defended metric — see
#                 `docs/SUBSET.md` and `docs/adr/0010-...` for the
#                 "~5× lighter than CRuby" claim this guards. ≤5%
#                 noise across runs on the same machine, easy to
#                 threshold without flakiness.
#
#   max_wall_ms   End-to-end wall-clock time. Noisier than RSS but
#                 the second-most-important metric — rubyrs'
#                 dispatch-loop overhead is the visible cost.
#                 Set `0` to disable the wall-time check (use for
#                 sub-100ms workloads where measurement noise
#                 dominates).
#
# Bumping etiquette (identical for both columns):
#
# 1. Add a comment line above the row explaining *what grew* and
#    *whether it was intentional*. "Bumped because the new feature
#    X allocates Y" is fine. "Bumped to make CI green" is not —
#    investigate first.
# 2. Don't lower a budget silently. Lowering with a comment
#    ("workload X now runs at Y after Z's optimisation, tightening
#    from N → M") is the right move when a workload genuinely got
#    cheaper. Drive-by lowers erase historical ceilings.
# 3. Don't bump a budget to absorb a regression you didn't intend.
#    If the regression isn't part of the PR's stated change, treat
#    it as a separate bug.
#
# Why absolute baselines, not master-relative
# -------------------------------------------
# An earlier proposal was to compare each PR against `master` HEAD
# on the same runner ("PR's wall time must be ≤ 1.1× master's").
# That sounds tighter but it chain-degrades: if every PR is within
# 10% of "master at that moment", cumulative drift across N PRs is
# unbounded. Absolute baselines in this file are the same shape as
# the panic budget and the RSS budget — explicit, reviewable,
# committed to source. The cost is that the initial calibration
# numbers reflect a snapshot of one runner type; expect periodic
# re-cal commits when GitHub bumps the ubuntu-latest image.
#
# Initial calibration sources
# ---------------------------
# RSS observed on:
#   ubuntu-latest CI (PR #11 run 26383503758)  ~4.2-4.3 MB
#   local M-series Mac (release build)         ~3.0 MB
# Wall observed on:
#   ubuntu-latest CI (PR #11 run 26383503758)  fizzbuzz 0 ms,
#                                              mm 730 ms, dm 460 ms,
#                                              static 650 ms
#   local M-series Mac (release build)         fizzbuzz 0 ms,
#                                              mm 450 ms, dm 280 ms,
#                                              static 390 ms
#
# Headroom: budgets sit at ~1.3× the CI observation for RSS and
# ~1.5× for wall. RSS is tighter because it's the less-noisy
# metric (≤5% across runs); wall has a ~20-30% noise floor on
# the same CI runner, and the extra ~1.5× padding gives margin
# for occasional outliers without inviting flakes. Both should
# ratchet down further once a few stable CI runs accumulate.

# RSS bumped 5500→6500 (short workloads) / 6000→6500 (bench
# workloads) on 2026-05-27. Observed CI RSS across all eight
# workloads landed in the 6160–6404 KB cluster — a uniform
# ~700 KB step over the previous baseline. The growth attributes
# across recent master activity rather than any single PR:
#
#   - Preamble file count grew from 1 (inline raw-string PREAMBLE)
#     to 7 (.rb files: exceptions, object, comparable, match_data,
#     mutex, enumerable, plus the older random/securerandom/time).
#     Each adds parsed bytecode + Proto + class-shell metadata
#     loaded unconditionally at `Runtime::new`. The externalisation
#     itself (this branch's `aceebaf`...`0cacb96` series) is roughly
#     zero-cost in RSS — the same Ruby code moves from inline
#     string to file. The growth is from random/securerandom/time
#     PRs that added more vendor Ruby in absolute terms.
#   - BigInt phase B (`PR #138` to_s/sprintf, `PR #159` bit ops)
#     pulls in num-bigint static tables + more vm/bignum.rs
#     dispatch surface, even on bignum-off profiles via the no-op
#     stub functions.
#   - PR #167 (String batch ingestion) and PR #168 (String#count)
#     add ~3 KB each of string-method dispatch + the spec.rb
#     fixtures register via lazy loaders that still occupy table
#     entries.
#
# Set RSS to 6500 across the board (8 workloads) — gives
# 100–340 KB headroom over current observations without
# inflating the budget enough to mask a future regression.
# Per the bumping etiquette at the top of this file: this is
# "Bumped because the new features X allocate Y", not "bumped
# to make CI green".
# Uniform RSS bump 6500 → 6900 (+400) on 2026-05-31 across 6
# workloads (fizzbuzz, mm_bench, static_bench, fizzbuzz_1m,
# string_interp, hash_mutate). Observed CI RSS jumped ~150-300 KB
# on every workload after master accumulated several Tier-1 / ADR
# 0024 Phase A / Sinatra-PoC commits — preamble additions
# (`preamble/throw_catch.rb`, `preamble/match_data.rb`, etc. each
# `include_str!`-baked into the binary) and the Rust 1.95.0
# toolchain refresh both contribute. The growth is uniform across
# workloads, not localised to any specific feature, so a uniform
# bump is the right shape (vs the per-row dm/gc bumps above which
# tracked feature-specific regressions). 6900 leaves ~200 KB
# headroom over the observed CI peak (hash_mutate 6792); future
# regressions still surface.
crates/rubyrs/tests/fixtures/fizzbuzz.rb	6900	0	tiny script; wall is sub-100ms noise floor, disabled
crates/rubyrs/examples/metaprog_bench/mm_bench.rb	6900	1200	2M method_missing dispatch
# dm_bench RSS bumped 6500 → 6700 on 2026-05-27 — the
# define_method dispatch benchmark crossed 6500 KB at PR #175
# (ic-stats baseline workloads added) + PR #178 (step-block
# iter refactor) + PR #179 (Array#delete). Observed CI RSS
# 6552 KB, ~52 KB over. The other 7 workloads stayed under
# 6500. Per-row bump rather than a uniform shift because the
# growth is dm-specific (define_method's closure surface
# touches the bumped tables); other workloads have their own
# headroom.
crates/rubyrs/examples/metaprog_bench/dm_bench.rb	6900	780	2M define_method dispatch (closure-method)
crates/rubyrs/examples/metaprog_bench/static_bench.rb	6900	1000	2M def+ivar (control for the metaprog comparisons)
# Budgets at ~2× local M-series observed wall to absorb CI's
# ~1.65× ubuntu-latest slowdown plus per-run jitter — same shape
# as the metaprog rows above (static_bench: local 390ms / CI 650
# / budget 1000 = 2.5× local; mm_bench: 1.62× CI ratio observed).
crates/rubyrs/benches/fizzbuzz_1m.rb	6900	800	1M fizzbuzz; BinOpInt + IncLocal + dispatch fast paths
# gc_churn RSS bumped 6500 → 6700 on 2026-05-27 — same
# direction as dm_bench's per-row bump above. Observed CI
# RSS 6504 KB (just 4 KB over) after PR #182 / #184 / #186
# accumulated. The 4 KB is well within run-to-run noise but
# the ratchet is absolute so it still trips. Bumping to
# 6700 gives ~200 KB headroom without inflating the cap
# enough to mask a future regression.
crates/rubyrs/benches/gc_churn.rb	6900	320	200k short-lived Array+Hash allocs; stresses mark/sweep
crates/rubyrs/benches/string_interp.rb	6900	700	200k InterpolatedStr; Op::InterpStr + to_s dispatch
# hash_mutate WALL bumped 650 → 730 on 2026-05-27 — 3
# consecutive master CI runs observed 690-710ms (4-9% over
# 650 budget). Same pattern on dm_bench (700→780) and
# gc_churn (280→320) in the same time window — consistent
# with a GitHub-hosted runner perf shift, not a code
# regression (no relevant merges in the affected window).
# Headroom is ~3% over observed max; future regressions
# still surface.
crates/rubyrs/benches/hash_mutate.rb	6900	800	200k Hash[]= overwrites + 1k Hash[] reads
